n,time_ms
82400,10.481
82500,10.513
82600,10.786
82700,10.558
82800,10.774
82900,10.916
83000,10.772
83100,10.69
83200,10.603
83300,10.784
83400,10.668
83500,11.028
83600,10.779
83700,10.896
83800,11.025
83900,10.719
84000,11.116
84100,10.923
84200,10.854
84300,11.115
84400,11.111
84500,10.918
84600,11.52
84700,10.882
84800,11.316
84900,11.085
85000,10.891
85100,11.164
85200,10.983
85300,11.8
85400,11.151
85500,11.169
85600,11.251
85700,11.421
85800,10.983
85900,11.052
86000,11.518
86100,11.247
86200,11.196
86300,11.11
86400,11.455
86500,11.584
86600,11.485
86700,11.312
86800,11.74
86900,11.218
87000,11.11
87100,11.431
87200,11.349
87300,11.447
87400,11.455
87500,11.37
87600,11.572
87700,11.596
87800,11.564
87900,11.662
88000,11.548
88100,11.55
88200,11.706
88300,11.719
88400,11.627
88500,11.644
88600,11.706
88700,11.638
88800,11.746
88900,11.781
89000,11.683
89100,11.651
89200,11.691
89300,11.55
89400,11.95
89500,11.985
89600,12.071
89700,11.707
89800,11.808
89900,11.763
90000,11.86
90100,11.761
90200,11.407
90300,11.884
90400,11.84
90500,11.807
90600,11.981
90700,11.747
90800,12.113
90900,11.94
91000,12.443
91100,11.888
91200,12.209
91300,11.806
91400,11.856
91500,12.013
91600,12.101
91700,11.771
91800,11.896
91900,12.063
92000,11.878
92100,12.176
92200,11.76
92300,11.765
92400,12.135
92500,12.029
92600,12.061
92700,12.057
92800,12.099
92900,12.353
93000,12.138
93100,12.02
93200,12.025
93300,12.133
93400,12.171
93500,12.089
93600,12.231
93700,12.235
93800,12.489
93900,12.238
94000,12.309
94100,12.499
94200,12.168
94300,12.386
94400,12.549
94500,12.677
94600,12.591
94700,12.741
94800,12.7
94900,12.433
95000,12.662
95100,12.545
95200,12.469
95300,16.159
95400,14.121
95500,12.65
95600,12.401
95700,12.373
95800,12.599
95900,12.807
96000,12.849
96100,12.528
96200,13.426
96300,12.999
96400,12.598
96500,15.424
96600,13.361
96700,13.09
96800,12.552
96900,12.864
97000,12.941
97100,12.797
97200,13.102
97300,12.765
97400,12.896
97500,13.161
97600,12.704
97700,12.44
97800,13.6
97900,13.837
98000,13.581
98100,13.123
98200,13.018
98300,12.868
98400,12.933
98500,12.958
98600,12.704
98700,13.259
98800,12.951
98900,12.975
99000,12.94
99100,13.15
99200,13.278
99300,13.134
99400,13.621
99500,13.154
99600,13.199
99700,13.169
99800,13.21
99900,12.803
100000,13.121
