n,time_ms
46200,7.248
46300,7.017
46400,7.292
46500,7.221
46600,7.223
46700,7.231
46800,7.268
46900,7.161
47000,7.316
47100,7.374
47200,7.34
47300,7.173
47400,7.316
47500,7.307
47600,7.467
47700,7.391
47800,7.302
47900,7.375
48000,7.501
48100,7.416
48200,7.392
48300,7.542
48400,7.421
48500,7.527
48600,7.346
48700,7.469
48800,7.484
48900,7.367
49000,7.609
49100,7.506
49200,7.589
49300,7.576
49400,7.645
49500,7.727
49600,7.704
49700,7.614
49800,7.811
49900,7.791
50000,7.715
50100,7.846
50200,7.717
50300,7.795
50400,7.776
50500,7.79
50600,7.959
50700,8.041
50800,7.994
50900,7.817
51000,7.87
51100,8.146
51200,8.078
51300,7.982
51400,8.116
51500,8.084
51600,8.103
51700,8.238
51800,8.074
51900,8.028
52000,7.992
52100,8.579
52200,8.13
52300,8.163
52400,8.224
52500,8.05
52600,8.14
52700,8.201
52800,8.259
52900,8.08
53000,8.518
53100,8.199
53200,8.231
53300,8.323
53400,8.324
53500,8.387
53600,8.224
53700,8.641
53800,8.411
53900,8.381
54000,8.469
54100,8.285
54200,8.422
54300,8.521
54400,8.559
54500,8.523
54600,8.738
54700,8.653
54800,8.716
54900,8.524
55000,8.684
55100,8.562
55200,8.996
55300,9.02
55400,8.591
55500,8.677
55600,8.848
55700,8.628
55800,8.702
55900,9.141
56000,10.688
56100,9.699
56200,8.882
56300,8.947
56400,8.923
56500,9.533
56600,9.058
56700,8.883
56800,8.913
56900,9.083
57000,8.905
57100,8.902
57200,8.769
57300,8.993
57400,9.009
57500,8.926
57600,9.038
57700,9.017
57800,9.122
57900,9.081
58000,9.179
58100,9.1
58200,9.043
58300,9.307
58400,9.42
58500,9.36
58600,9.126
58700,9.169
58800,9.166
58900,9.076
59000,9.25
59100,9.535
59200,9.169
59300,9.309
59400,9.277
59500,9.202
59600,9.199
59700,9.264
59800,9.2
59900,9.404
60000,9.377
60100,9.568
60200,9.642
60300,9.608
60400,9.762
60500,9.493
60600,9.6
60700,9.37
60800,9.531
60900,9.648
61000,9.644
61100,9.77
61200,9.656
61300,9.521
61400,9.568
61500,9.503
61600,9.651
61700,9.748
61800,9.595
61900,9.715
62000,9.742
62100,9.722
62200,9.773
62300,9.646
62400,9.776
62500,9.884
62600,9.922
62700,9.616
62800,9.883
62900,9.982
63000,9.841
63100,10.14
63200,9.932
63300,9.799
63400,10.099
63500,10.201
63600,9.881
63700,10.101
63800,9.884
63900,10.06
64000,9.994
64100,10.217
64200,10.489
64300,10.234
64400,10.189
64500,10.245
64600,10.072
64700,10.044
64800,10.281
64900,10.03
65000,10.367
65100,10.332
65200,10.168
65300,10.413
65400,10.188
65500,10.361
65600,10.273
65700,10.679
65800,10.404
65900,10.429
66000,10.607
66100,10.474
66200,10.44
66300,10.503
66400,10.468
66500,10.359
66600,10.329
66700,10.328
66800,10.504
66900,10.534
67000,10.535
67100,10.652
67200,10.662
67300,10.676
67400,10.705
67500,10.799
67600,10.848
67700,10.587
67800,10.885
67900,10.948
68000,10.835
68100,11.102
68200,10.888
68300,10.693
68400,11.019
68500,10.933
68600,11.048
68700,10.537
68800,10.909
68900,10.674
69000,11.046
69100,10.848
69200,11.217
69300,10.803
69400,10.83
69500,11.124
69600,11.078
69700,11.057
69800,10.873
69900,11.032
70000,11.251
70100,11.034
70200,11.267
70300,11.077
70400,11.315
70500,11.194
70600,11.433
70700,11.191
70800,11.13
70900,11.396
71000,11.455
71100,11.303
71200,11.171
71300,11.567
71400,11.383
71500,11.187
71600,11.313
71700,11.504
71800,11.739
71900,11.633
72000,11.384
72100,11.735
72200,11.458
72300,11.487
72400,11.594
72500,11.714
72600,11.516
72700,11.43
72800,11.68
72900,11.684
73000,12.027
73100,11.674
73200,11.411
73300,11.438
73400,11.701
73500,11.402
73600,11.716
73700,11.804
73800,11.534
73900,11.825
74000,11.676
74100,11.707
74200,11.595
74300,11.53
74400,11.732
74500,11.798
74600,11.902
74700,11.973
74800,11.696
74900,11.873
75000,11.759
75100,12.015
75200,11.817
75300,12.092
75400,11.88
75500,11.982
75600,12.01
75700,11.966
75800,11.979
75900,11.879
76000,11.944
76100,12.083
76200,12.091
76300,12.119
76400,12.138
76500,12.24
76600,11.931
