n,time_ms
500,0.143
1000,0.312
1500,0.539
2000,0.687
2500,0.884
3000,1.07
3500,1.275
4000,1.496
4500,1.725
5000,1.974
5500,2.167
6000,2.346
6500,2.594
7000,2.773
7500,2.989
8000,3.249
8500,3.42
9000,3.704
9500,3.915
10000,4.133
10500,4.34
11000,4.58
11500,4.812
12000,5.032
12500,5.274
13000,5.494
13500,5.718
14000,5.999
14500,6.393
15000,6.53
15500,6.929
16000,7.184
16500,7.619
17000,7.536
17500,7.709
18000,8.032
18500,8.35
19000,8.454
19500,8.756
20000,9.069
20500,9.284
21000,9.634
21500,9.647
22000,9.954
22500,10.257
23000,10.291
23500,10.6
24000,10.836
24500,11.163
25000,11.443
25500,11.626
26000,11.86
26500,12.145
27000,12.278
27500,12.667
28000,12.607
28500,12.934
29000,13.491
29500,13.574
30000,13.916
30500,14.125
31000,14.128
31500,14.428
32000,14.606
32500,14.943
33000,15.124
33500,15.421
34000,16.201
34500,16.348
35000,16.155
35500,16.466
36000,16.897
36500,17.242
37000,17.785
37500,17.769
38000,18.073
38500,18.366
39000,18.307
39500,18.85
40000,18.806
40500,18.938
41000,19.338
41500,19.812
42000,19.878
42500,20.098
43000,20.615
43500,21.002
44000,21.808
44500,21.466
45000,21.426
45500,21.773
46000,21.827
46500,22.237
47000,22.484
47500,23.006
48000,23.239
48500,23.277
49000,23.605
49500,24.09
50000,23.913
50500,24.342
51000,24.665
51500,24.827
52000,25.556
52500,25.444
53000,25.45
53500,25.961
54000,26.177
54500,26.132
55000,26.619
55500,27.016
56000,27.047
56500,27.378
57000,27.811
57500,27.886
58000,28.234
58500,29.009
59000,28.853
59500,29.013
60000,29.207
60500,29.717
61000,30.122
61500,29.903
62000,30.641
62500,30.809
63000,31.539
63500,31.085
64000,30.948
64500,32.047
65000,31.94
65500,32.35
66000,32.401
66500,32.954
67000,32.932
67500,33.494
68000,33.528
68500,33.896
69000,34.357
69500,34.444
70000,34.571
70500,34.89
71000,35.2
71500,35.801
72000,36.052
72500,36.33
73000,36.687
73500,36.573
74000,37.019
74500,37.362
75000,38.084
75500,38.306
76000,37.877
76500,37.986
77000,38.815
77500,38.832
78000,39.344
78500,39.658
79000,39.697
79500,39.889
80000,40.845
80500,40.566
81000,41.37
81500,40.919
82000,41.473
82500,41.932
83000,42.014
83500,42.681
84000,42.46
84500,42.972
85000,43.291
85500,43.311
86000,43.613
86500,44.365
87000,44.379
87500,44.622
88000,45.921
88500,47.928
89000,46.796
89500,48.468
90000,46.583
90500,46.193
91000,46.804
91500,46.251
92000,46.633
92500,46.932
93000,47.315
93500,47.796
94000,47.783
94500,47.873
95000,48.156
95500,48.655
96000,49.677
96500,48.944
97000,49.352
97500,49.611
98000,49.944
98500,50.15
99000,50.273
99500,50.582
100000,51.675
