n,time_ms
500,0.145
1000,0.334
1500,0.544
2000,0.686
2500,0.878
3000,1.153
3500,1.34
4000,1.501
4500,1.689
5000,1.901
5500,2.11
6000,2.336
6500,2.586
7000,2.903
7500,3.032
8000,3.234
8500,3.511
9000,3.683
9500,3.909
10000,4.147
10500,4.37
11000,4.614
11500,4.832
12000,5.052
12500,5.299
13000,5.522
13500,5.762
14000,6.13
14500,6.254
15000,6.519
15500,6.668
16000,6.841
16500,7.213
17000,7.29
17500,7.564
18000,7.797
18500,8.095
19000,8.492
19500,8.554
20000,8.736
20500,9.173
21000,9.248
21500,9.599
22000,9.787
22500,10.138
23000,10.532
23500,10.46
24000,10.662
24500,10.871
25000,11.185
25500,11.527
26000,11.658
26500,12.019
27000,12.263
27500,12.525
28000,12.92
28500,13.839
29000,13.422
29500,13.473
30000,13.694
30500,14.192
31000,14.235
31500,14.647
32000,14.987
32500,14.978
33000,14.853
33500,15.614
34000,15.507
34500,16.057
35000,17.046
35500,17.059
36000,17.016
36500,17.131
37000,17.293
37500,17.399
38000,17.889
38500,18.104
39000,19.39
39500,19.458
40000,19.302
40500,19.788
41000,20.451
41500,20.767
42000,20.715
42500,21.424
43000,20.891
43500,21.714
44000,22.147
44500,22.03
45000,21.806
45500,22.219
46000,24.094
46500,22.989
47000,22.738
47500,23.363
48000,24.101
48500,25.066
49000,24.034
49500,24.192
50000,24.009
50500,24.465
51000,25.199
51500,25.379
52000,26.281
52500,25.648
53000,26.165
53500,26.096
54000,26.274
54500,26.499
55000,26.917
55500,27.055
56000,27.317
56500,28.263
57000,29.065
57500,28.735
58000,29.737
58500,29.167
59000,29.903
59500,30.382
60000,30.521
60500,30.069
61000,30.195
61500,29.908
62000,30.21
62500,31.131
63000,31.172
63500,31.289
64000,31.698
64500,31.787
65000,31.877
65500,32.193
66000,32.473
66500,32.649
67000,33.249
67500,33.287
68000,33.717
68500,34.148
69000,34.446
69500,34.325
70000,34.706
70500,35.181
71000,35.29
71500,35.573
72000,35.973
72500,36.146
73000,36.511
73500,36.481
74000,37.033
74500,36.914
75000,37.414
75500,39.021
76000,37.886
76500,38.207
77000,39.422
77500,40.725
78000,40.054
78500,41.545
79000,40.083
79500,40.422
80000,40.907
80500,40.835
81000,40.991
81500,41.181
82000,41.364
82500,41.71
83000,41.986
83500,42.266
84000,42.413
84500,42.426
85000,42.557
85500,43.132
86000,43.448
86500,44.021
87000,44.057
87500,43.902
88000,44.077
88500,45.348
89000,44.839
89500,45.478
90000,45.701
90500,46.507
91000,45.81
91500,46.506
92000,47.333
92500,46.939
93000,47.4
93500,47.312
94000,48.079
94500,47.88
95000,48.172
95500,48.351
96000,48.609
96500,48.647
97000,49.333
97500,49.614
98000,49.436
98500,49.399
99000,50.054
99500,51.477
100000,50.712
