n,time_ms
500,0.143
1000,0.314
1500,0.5
2000,0.688
2500,0.887
3000,1.095
3500,1.295
4000,1.543
4500,1.748
5000,1.947
5500,2.202
6000,2.374
6500,2.647
7000,2.801
7500,3.018
8000,3.238
8500,3.586
9000,3.748
9500,3.935
10000,4.213
10500,4.393
11000,4.615
11500,4.817
12000,5.025
12500,5.276
13000,5.604
13500,5.802
14000,5.964
14500,6.218
15000,6.447
15500,6.829
16000,6.91
16500,7.135
17000,7.346
17500,7.663
18000,7.93
18500,8.177
19000,8.462
19500,8.656
20000,8.905
20500,9.042
21000,9.329
21500,9.612
22000,9.833
22500,10.046
23000,10.269
23500,10.541
24000,10.836
24500,11.055
25000,11.285
25500,11.634
26000,11.834
26500,11.993
27000,12.273
27500,12.506
28000,12.738
28500,12.972
29000,13.247
29500,13.513
30000,13.719
30500,14.219
31000,14.217
31500,14.487
32000,14.701
32500,14.936
33000,15.19
33500,15.471
34000,15.746
34500,15.99
35000,16.322
35500,16.527
36000,16.835
36500,17.082
37000,17.305
37500,17.617
38000,17.857
38500,18.213
39000,18.497
39500,19.102
40000,19.049
40500,19.193
41000,19.443
41500,19.612
42000,19.925
42500,20.287
43000,20.422
43500,21.309
44000,22.727
44500,22.753
45000,22.476
45500,22.792
46000,22.255
46500,22.188
47000,22.409
47500,22.723
48000,22.99
48500,23.161
49000,23.748
49500,23.779
50000,24.284
50500,25.039
51000,24.831
51500,24.617
52000,24.942
52500,25.262
53000,25.516
53500,25.73
54000,26.115
54500,26.282
55000,26.677
55500,26.752
56000,27.048
56500,27.262
57000,27.464
57500,27.776
58000,28.242
58500,28.255
59000,28.623
59500,29.526
60000,29.711
60500,29.891
61000,30.271
61500,30.158
62000,30.12
62500,30.367
63000,30.656
63500,30.911
64000,31.811
64500,31.422
65000,32.069
65500,32.399
66000,32.476
66500,32.442
67000,32.592
67500,33.301
68000,33.773
68500,33.873
69000,34.602
69500,35.615
70000,36.853
70500,34.937
71000,35.283
71500,35.761
72000,36.056
72500,36.151
73000,36.57
73500,37.263
74000,37.279
74500,37.128
75000,37.286
75500,38.437
76000,37.974
76500,37.968
77000,38.227
77500,39.438
78000,39.272
78500,39.413
79000,40.399
79500,40.218
80000,40.126
80500,40.326
81000,40.317
81500,40.751
82000,40.979
82500,41.502
83000,41.641
83500,41.803
84000,42.238
84500,42.434
85000,42.706
85500,43.324
86000,43.352
86500,44.522
87000,44.44
87500,44.072
88000,44.703
88500,44.165
89000,44.904
89500,45.468
90000,45.294
90500,45.532
91000,46.304
91500,46.191
92000,46.174
92500,46.856
93000,47.065
93500,47.092
94000,47.458
94500,47.54
95000,47.986
95500,48.7
96000,48.212
96500,49.797
97000,49.782
97500,49.534
98000,49.588
98500,49.714
99000,50.252
99500,50.765
100000,50.685
