n,time_ms
500,0.125
1000,0.273
1500,0.433
2000,0.587
2500,0.737
3000,0.924
3500,1.098
4000,1.277
4500,1.472
5000,1.66
5500,1.823
6000,1.999
6500,2.03
7000,2.321
7500,2.476
8000,2.728
8500,2.894
9000,3.033
9500,3.177
10000,3.471
10500,3.661
11000,3.861
11500,3.858
12000,4.177
12500,4.381
13000,4.121
13500,4.633
14000,4.992
14500,4.838
15000,5.278
15500,5.727
16000,5.767
16500,5.88
17000,6.143
17500,6.295
18000,6.689
18500,6.955
19000,7.008
19500,6.819
20000,7.468
20500,7.36
21000,8.045
21500,7.806
22000,8.124
22500,8.185
23000,8.522
23500,8.693
24000,8.905
24500,9.21
25000,9.198
25500,9.472
26000,9.497
26500,9.633
27000,10.017
27500,10.135
28000,10.124
28500,9.985
29000,10.209
29500,10.785
30000,10.828
30500,11.236
31000,11.015
31500,11.173
32000,11.798
32500,12.181
33000,12.259
33500,11.907
34000,13.249
34500,12.577
35000,13.366
35500,13.432
36000,13.882
36500,13.972
37000,14.232
37500,14.511
38000,14.294
38500,14.791
39000,14.451
39500,14.976
40000,15.113
40500,14.792
41000,16.05
41500,16.411
42000,16.491
42500,16.425
43000,16.327
43500,16.785
44000,17.501
44500,17.447
45000,16.463
45500,17.963
46000,17.372
46500,18.157
47000,17.681
47500,18.889
48000,18.877
48500,18.703
49000,18.91
49500,19.818
50000,19.401
50500,19.939
51000,19.883
51500,20.09
52000,20.343
52500,20.431
53000,19.676
53500,20.707
54000,20.647
54500,21.07
55000,20.79
55500,20.633
56000,21.644
56500,20.41
57000,22.038
57500,21.55
58000,21.882
58500,22.103
59000,23.069
59500,22.663
60000,23.155
60500,22.952
61000,23.165
61500,22.902
62000,25.229
62500,24.825
63000,24.802
63500,24.09
64000,24.762
64500,25.369
65000,24.58
65500,25.484
66000,25.502
66500,26.136
67000,25.945
67500,26.532
68000,26.495
68500,27.076
69000,28.169
69500,27.87
70000,28.519
70500,27.573
71000,28.058
71500,28.233
72000,29.154
72500,28.8
73000,29.83
73500,29.308
74000,30.186
74500,29.97
75000,30.78
75500,30.859
76000,31.19
76500,30.186
77000,31.703
77500,31.174
78000,31.531
78500,32.229
79000,32.504
79500,32.233
80000,33.52
80500,33.078
81000,33.726
81500,34.069
82000,34.131
82500,34.432
83000,34.73
83500,35.1
84000,34.442
84500,35.472
85000,35.985
85500,35.52
86000,35.309
86500,35.624
87000,36.224
87500,36.306
88000,38.074
88500,40.711
89000,37.93
89500,38.699
90000,38.601
90500,37.942
91000,38.121
91500,37.743
92000,38.277
92500,37.738
93000,38.835
93500,38.676
94000,39.653
94500,38.691
95000,39.14
95500,40.288
96000,40.569
96500,39.502
97000,40.088
97500,40.15
98000,40.259
98500,41.115
99000,41.356
99500,41.207
100000,41.794
