n,time_ms
500,0.126
1000,0.279
1500,0.45
2000,0.594
2500,0.737
3000,0.888
3500,1.082
4000,1.282
4500,1.399
5000,1.637
5500,1.828
6000,1.92
6500,2.069
7000,2.347
7500,2.451
8000,2.626
8500,2.793
9000,3.147
9500,3.177
10000,3.535
10500,3.539
11000,3.882
11500,4.009
12000,4.21
12500,4.266
13000,4.516
13500,4.657
14000,4.89
14500,4.731
15000,5.444
15500,5.683
16000,5.957
16500,5.68
17000,5.97
17500,6.158
18000,6.657
18500,6.735
19000,7.172
19500,6.984
20000,7.312
20500,6.954
21000,7.93
21500,7.541
22000,8.047
22500,8.365
23000,8.469
23500,8.457
24000,8.619
24500,8.784
25000,9.341
25500,9.534
26000,10.005
26500,9.901
27000,9.859
27500,9.953
28000,9.68
28500,9.942
29000,10.17
29500,10.945
30000,10.938
30500,10.942
31000,10.812
31500,10.929
32000,11.272
32500,11.364
33000,11.745
33500,11.702
34000,13.037
34500,13.128
35000,13.179
35500,13.082
36000,13.402
36500,13.51
37000,13.744
37500,13.923
38000,14.674
38500,14.542
39000,14.673
39500,14.707
40000,14.68
40500,15.246
41000,15.524
41500,16.238
42000,16.031
42500,16.07
43000,16.046
43500,16.395
44000,17.626
44500,16.833
45000,17.055
45500,17.786
46000,16.854
46500,17.31
47000,17.456
47500,18.419
48000,18.487
48500,17.845
49000,19.137
49500,20.167
50000,18.945
50500,19.629
51000,18.973
51500,19.402
52000,20.572
52500,20.259
53000,19.944
53500,20.829
54000,20.796
54500,19.935
55000,20.281
55500,20.866
56000,21.302
56500,20.985
57000,21.377
57500,21.812
58000,22.459
58500,22.524
59000,22.8
59500,21.77
60000,22.785
60500,22.709
61000,22.407
61500,22.908
62000,23.769
62500,25.023
63000,23.645
63500,23.776
64000,23.558
64500,23.85
65000,23.431
65500,24.628
66000,25.178
66500,25.753
67000,26.874
67500,25.974
68000,26.297
68500,27.033
69000,26.821
69500,27.72
70000,28.377
70500,26.914
71000,27.592
71500,28.423
72000,28.558
72500,28.708
73000,29.288
73500,29.069
74000,30.555
74500,29.826
75000,29.029
75500,30.666
76000,31.814
76500,30.103
77000,31.755
77500,30.277
78000,30.751
78500,31.032
79000,32.121
79500,31.407
80000,32.801
80500,32.382
81000,33.688
81500,34.447
82000,33.32
82500,33.239
83000,34.033
83500,34.185
84000,35.469
84500,34.774
85000,35.365
85500,34.583
86000,34.814
86500,36.025
87000,36.912
87500,36.146
88000,41.001
88500,41.105
89000,37.314
89500,38.394
90000,38.682
90500,36.579
91000,37.573
91500,37.227
92000,37.804
92500,38.092
93000,38.261
93500,37.832
94000,38.487
94500,37.998
95000,39.279
95500,38.859
96000,40.542
96500,39.355
97000,40.563
97500,40.274
98000,40.188
98500,40.094
99000,40.879
99500,39.767
100000,41.829
