n,time_ms
500,0.127
1000,0.27
1500,0.441
2000,0.547
2500,0.694
3000,0.884
3500,0.998
4000,1.121
4500,1.292
5000,1.421
5500,1.706
6000,1.758
6500,1.94
7000,2.259
7500,2.242
8000,2.514
8500,2.64
9000,2.945
9500,3.132
10000,3.26
10500,3.293
11000,3.446
11500,3.608
12000,4.054
12500,3.923
13000,4.066
13500,4.38
14000,4.751
14500,4.885
15000,5.041
15500,4.919
16000,5.272
16500,5.335
17000,5.632
17500,5.48
18000,6.195
18500,5.987
19000,6.365
19500,6.344
20000,7.28
20500,6.758
21000,7.264
21500,7.308
22000,7.85
22500,8.274
23000,8.277
23500,7.831
24000,8.3
24500,8.559
25000,8.573
25500,8.737
26000,9.084
26500,9.114
27000,9.162
27500,10.012
28000,10.267
28500,11.403
29000,10.346
29500,10.56
30000,10.544
30500,11.296
31000,11.147
31500,11.234
32000,11.443
32500,11.293
33000,11.059
33500,11.679
34000,12.153
34500,12.366
35000,12.874
35500,14.143
36000,12.766
36500,13.549
37000,13.108
37500,13.272
38000,14.351
38500,13.936
39000,16.356
39500,15.074
40000,15.38
40500,16.457
41000,16.55
41500,16.207
42000,15.871
42500,16.593
43000,17.532
43500,16.733
44000,18.128
44500,17.697
45000,17.428
45500,17.826
46000,19.762
46500,17.364
47000,18.48
47500,17.875
48000,21.1
48500,21.625
49000,18.951
49500,19.336
50000,19.847
50500,19.302
51000,20.552
51500,20.398
52000,19.111
52500,19.535
53000,20.116
53500,20.026
54000,20.799
54500,20.15
55000,21.491
55500,20.538
56000,20.966
56500,24.126
57000,21.209
57500,23.07
58000,23.812
58500,21.606
59000,23.614
59500,23.301
60000,22.899
60500,23.409
61000,23.444
61500,22.78
62000,23.516
62500,24.129
63000,24.665
63500,24.28
64000,25.132
64500,24.205
65000,25.38
65500,26.004
66000,26.665
66500,26.41
67000,25.437
67500,26.031
68000,26.409
68500,26.449
69000,26.714
69500,26.874
70000,27.363
70500,27.772
71000,26.572
71500,27.812
72000,28.823
72500,27.853
73000,27.872
73500,29.362
74000,28.843
74500,28.875
75000,28.297
75500,29.463
76000,30.863
76500,29.967
77000,30.806
77500,35.438
78000,32.837
78500,33.384
79000,31.522
79500,32.164
80000,33.786
80500,33.211
81000,32.124
81500,32.194
82000,33.422
82500,33.604
83000,33.975
83500,33.175
84000,34.298
84500,33.807
85000,34.032
85500,33.162
86000,34.611
86500,34.645
87000,34.579
87500,34.065
88000,35.719
88500,35.882
89000,36.68
89500,35.376
90000,38.86
90500,37.417
91000,38.028
91500,36.725
92000,38.542
92500,37.252
93000,36.972
93500,37.143
94000,37.893
94500,38.299
95000,36.946
95500,37.527
96000,39.584
96500,38.837
97000,38.324
97500,39.52
98000,41.05
98500,39.032
99000,39.557
99500,40.632
100000,40.554
